Region,Node Name,Uplink,Trunk,OM,SIP,HSI,IPOE,H248,RTP,AG1,AG2,Auth IP,UnAuth IP,OM VCID,SIP VCID,HSI VCID,HSI AGG,HSI Interface,BNG,BNG Port,HSI VSI,SIP IP,SIP AGG,SIP Interface,SIP VSI
MIN,BYG_003_GPONA_01,BAYUG3-MIN1218-TRS_DC_MAN-R5R5_L108-01,Eth-Trunk7||GE0/2/2(10G),733,3227,3228,400,-,-,10.175.0.38,10.175.0.39,10.221.236.0/22,10.223.123.0/24,25008121|26008121,25008122|26008122,25008123|26008123,BTN-FMAGG-002-MIN1347,100GE2/0/4.3228,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90003228,100.67.96.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3227,SIP-90003227
MIN,BYG_702_GPONA_01,BYG-702-MIN1331-ATN910C-01,Eth-Trunk4||GE0/2/4(10G),3230,3534,896,400,-,-,10.175.0.42,10.175.0.39,10.56.52.0/22,10.74.13.0/24,25005554|26005554,25005555|26005555,25005556|26005556,BTN-FMAGG-001-MIN1347,100GE1/0/31.896,BTN_BTN_CGN_001_IPOE,ET-1/0/2,HSI-90000896,100.100.200.0/21,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3534,SIP-90003534
MIN,BYG_702_GPONA_02,BYG-702-MIN1331-ATN910C-01,Eth-Trunk5||GE0/2/5(10G),3595,3261,3750,400,-,-,10.175.0.42,10.175.0.39,10.56.56.0/22,10.74.14.0/24,25006452|26006452,25006453|26006453,25006454|26006454,BTN-FMAGG-002-MIN1347,100GE2/0/4.3750,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90003750,100.67.32.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3261,SIP-90003261
MIN,CAN_001_GPONA_01,MCARMN_TDCAN_T980C_01_MIN22,Eth-Trunk7||GE0/4/1(10G),733,4075,4076,400,-,-,10.175.0.41,10.175.0.3,10.57.184.0/22,10.74.110.0/24,25007176|26007176,25007177|26007177,25007178|26007178,BTN-FMAGG-002-MIN1347,100GE2/0/5.4076,BTN_BTN_CGN_002_IPOE,ET-11/1/2,HSI-90004076,100.127.16.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4075,SIP-90004075
MIN,CBA_001_GPONA_01,CLAMBA_TDCAN_T980C_01_MIN718,Eth-Trunk8||GE0/3/1(10G),3596,3541,3577,400,-,-,10.175.0.47,10.175.0.49,10.56.60.0/22,10.74.15.0/24,25004701|26004701,25004702|26004702,25004703|26004703,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3577,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003577,100.100.144.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3541,SIP-90003541
MIN,CBD_001_GPONA_01,POB9CABADAGN_TDCAN_T980C_01_MIN21,Eth-Trunk7||GE0/4/1(10G),733,4007,4015,400,-,-,10.175.0.41,10.175.0.40,10.57.188.0/22,10.74.111.0/24,25006811|26006811,25006812|26006812,25006813|26006813,BTN-FMAGG-001-MIN1347,100GE1/0/32.4015,BTN_BTN_CGN_002_IPOE,ET-1/0/2,HSI-90004015,100.67.160.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4007,SIP-90004007
MIN,CBD_001_GPONA_02,POB9CABADAGN_TDCAN_T980C_01_MIN21,Eth-Trunk8||GE0/6/0(10G),734,2107,2108,400,-,-,10.175.0.41,10.175.0.40,10.249.8.0/21,10.101.218.0/23,25009556|26009556,25009557|26009557,25009558|26009558,BTN-FMAGG-002-MIN1347,100GE2/0/4.2108,BTN_BTN_CGN_001_IPOE,ET-11/1/2,HSI-90002108,10.131.192.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2107,SIP-90002107
MIN,CBD_902_GPONA_01,CBD_902-MIN1918-ATN910C-01,Eth-Trunk4||GE0/2/4(10G),733,4075,4076,400,-,-,10.175.0.41,10.175.0.40,10.57.192.0/22,10.74.112.0/24,25006864|26006864,25006865|26006865,25006866|26006866,BTN-FMAGG-002-MIN1347,100GE2/0/5.4076,BTN_BTN_CGN_002_IPOE,ET-11/1/2,HSI-90004076,100.127.16.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.4075,SIP-90004075
MIN,CBD_902_VDB_01,CBD_902-MIN1918-ATN910C-01,Eth-Trunk3||GE0/2/12|GE0/2/13,666,3591,687,400,605,606,10.175.0.41,10.175.0.40,10.148.197.0/24,10.191.177.64/26,25004449|26004449,25004452|26004452,25004453|26004453,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.687,CDO_CDO_BNG_002,ET-10/3/0,HSI-90000687,100.102.136.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3591,SIP-90003591
MIN,CDO_004_GPONA_01,CDO-MIN1092-AGGFN-X8-01,Eth-Trunk5||GE2/0/2(10G)|GE2/0/11(10G),437,436,438,400,-,-,-,-,100.97.16.0/21,100.113.244.0/23,-,-,-,-,-,-,-,-,100.119.112.0/21,ALWANA-FMAGG-002-MIN1092,VE1/0/0.436,SIP-436
MIN,CDO_004_GPONA_02,KAUSWA-MIN14-TRS_DC_AG-R1-01,Eth-Trunk17||GE3/0/10(10G),733,3263,3752,400,-,-,-,-,100.103.128.0/22,100.122.32.0/24,-,-,-,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3752,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003752,100.67.64.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3263,SIP-90003263
MIN,CDO_005_GPONA_01,CDO-MIN1092-AGGFN-X8-01,Eth-Trunk11||GE2/0/3(10G)|GE2/1/5(10G),443,"442
3543",444,400,-,-,-,-,100.96.224.0/20,100.113.232.0/22,-,-,-,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.444,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-444,"100.110.168.0/21
100.100.128.0/21","ALWANA-FMAGG-002-MIN1092
ALWANA-FMAGG-001-MIN1092","VE1/0/0.442
VE1/0/0.3543","SIP-442
SIP-90003543"
MIN,CDO_006_GPONA_01,XAVIER_TDCAN_T980C_01_MIN1153,Eth-Trunk1||GE0/3/1(10G),3230,705,3241,400,-,-,10.175.0.7,10.175.0.8,100.104.60.0/22,100.124.15.0/24,25004237|26004237,25004236|26004236,25004238|26004238,-,-,-,-,-,100.103.128.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.705,SIP-90000705
MIN,CDO_007_GPONA_01,CAGAYA-MIN812-TRS_DC_AG-R1-01,GigabitEthernet4/0/4,3230,3550,3563,400,-,-,-,-,10.45.76.0/22,10.190.211.0/24,-,-,-,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.100.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3550,SIP-90003550
MIN,CDO_009_GPONA_01,CGNMKT-MIN338-TRS_DC_MAN-R1R1_L73LTE-01,Eth-Trunk1||GE0/2/0|GE0/2/1,3230,3550,3563,400,-,-,10.175.0.5,10.175.0.9,10.45.100.0/22,10.190.217.0/24,25004371|26004371,25004372|26004372,25004373|26004373,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.100.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3550,SIP-90003550
MIN,CDO_010_GPONA_01,BALULA_TDCAN_T950D_01_MIN807,Eth-Trunk8||GE0/3/2(10G),3230,3550,3563,400,-,-,10.175.0.7,10.175.0.9,100.103.132.0/22,100.122.33.0/24,25005399|26005399,25005400|26005400,25005401|26005401,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.100.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3550,SIP-90003550
MIN,CDO_010_GPONA_02,BALULA_TDCAN_T950D_01_MIN807,Eth-Trunk9||GE0/3/3(10G),611,3522,3563,400,-,-,10.175.0.7,10.175.0.9,100.103.136.0/22,100.122.34.0/24,25005711|26005711,25005712|26005712,25005882|26005882,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.101.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3522,SIP-90003522
MIN,CDO_011_GPONA_01,GCHCDO_TDCAN_T980C_01_MIN656,Eth-Trunk7||GE0/3/1(10G),3230,3543,3564,400,-,-,10.175.0.9,10.175.0.3,10.45.116.0/22,10.190.221.0/24,25004398|26004398,25004399|26004399,25004400|26004400,-,-,-,-,-,100.100.128.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3543,SIP-90003543
MIN,CDO_012_GPONA_01,PUNTOD2_TDCAN_T980C_01_MIN1840,Eth-Trunk8||GE0/3/1(10G),3230,3550,3563,400,-,-,10.175.0.9,10.175.0.5,10.160.152.0/22,10.196.230.0/24,25005402|26005402,25005403|26005403,25005404|26005404,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.100.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3550,SIP-90003550
MIN,CDO_012_GPONA_02,PUNTOD2_TDCAN_T980C_01_MIN1840,Eth-Trunk9||GE0/3/2(10G),1220,2051,2050,400,-,-,10.175.0.9,10.175.0.5,10.137.32.0/21,10.109.126.0/23,25008884|26008884,25008885|26008885,25008886|26008886,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.2050,CDO_CDO_BNG_002,ET-5/1/0,HSI-90002050,10.56.224.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2051,SIP-90002051
MIN,CDO_013_GPONA_01,LCGCDO-MIN355-TRS_DC_MAN-R1R1_L73LTE-01,Eth-Trunk7||GE0/2/0|GE0/2/1,3230,3543,3564,400,-,-,10.175.0.5,10.175.0.9,10.45.168.0/22,10.190.234.0/24,25004401|26004401,25004402|26004402,25004403|26004403,-,-,-,-,-,100.100.128.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3543,SIP-90003543
MIN,CDO_014_GPONA_01,REYNAXAVCDO_TDCAN_T980C_01_MIN1606,Eth-Trunk8||GE0/3/1(10G),3230,3543,3564,400,-,-,10.175.0.3,10.175.0.9,10.110.4.0/22,10.191.1.0/24,25005203|26005203,25005204|26005204,25005205|26005205,-,-,-,-,-,100.100.128.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3543,SIP-90003543
MIN,CDO_016_GPONA_01,CDONDC_TDCAN_T910D_01_MIN1807,Eth-Trunk8||GE0/2/5(10G),3595,3729,3564,400,-,-,10.175.0.9,10.175.0.5,10.56.64.0/22,10.74.16.0/24,25010049|26010049,25010050|26010050,25010051|26010051,-,-,-,-,-,100.100.254.0/23,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3729,SIP-90003729
MIN,CDO_016_GPONA_02,CDONDC_TDCAN_T910D_01_MIN1807,Eth-Trunk7||GE0/2/4(10G),1220,2109,2112,400,-,-,10.175.0.9,10.175.0.5,10.138.104.0/21,10.109.210.0/23,25009969|26009969,25009970|26009970,25009971|26009971,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.2112,CDO_CDO_BNG_002,ET-5/1/0,HSI-90002112,10.202.192.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2109,SIP-90002109
MIN,CDO_017_GPONA_01,CAMPEVACDO_TDCAN_T950C_01_MIN1663,Eth-Trunk8||GE0/2/1(10G),3595,3520,688,400,-,-,10.175.0.7,-,100.103.140.0/22,100.122.35.0/24,25005635,25005636,25005637,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.688,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90000688,100.101.32.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3520,SIP-90003520
MIN,CDO_020_GPONA_01,CUGMAN-MIN1092-TRS_DC_AGG-R0-01,Eth-Trunk51||GE7/1/10(10G),3595,3521,3722,400,-,-,-,-,10.56.68.0/22,10.74.17.0/24,-,-,-,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3722,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003722,100.101.16.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3521,SIP-90003521
MIN,CDO_021_GPONA_01,INDAHAGCDO-MIN1665-TRS_DC_MAN-R1R1_L0-01,Eth-Trunk7||GE0/1/3(10G)|GE0/2/0(10G),3595,3520,688,400,-,-,10.175.0.5,10.175.0.8,10.58.96.0/19,10.74.152.0/21,25005816|26005816,25005817|26005817,25005818|26005818,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.688,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90000688,100.101.32.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3520,SIP-90003520
MIN,CDO_022_GPONA_01,LAPASA-MIN836-TRS_DC_AG-R1-01,Eth-Trunk7||GE3/0/0(10G),3595,3520,688,400,-,-,-,-,10.56.72.0/22,10.74.18.0/24,-,-,-,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.688,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90000688,100.101.32.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3520,SIP-90003520
MIN,CDO_024_GPONA_01,LUMBIA_TDCAN_T980C_01_MIN839,GigabitEthernet0/3/1,733,3263,3752,400,-,-,10.175.0.7,10.175.0.9,100.103.144.0/22,100.122.36.0/24,25006799|26006799,25006800|26006800,25006801|26006801,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3752,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003752,100.67.64.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3263,SIP-90003263
MIN,CDO_026_GPONA_01,LUMCDO_TDCAN_T980C_01_MIN367,Eth-Trunk7||GE0/3/3(10G)|GE0/4/0(10G),3595,3519,3723,400,-,-,10.175.0.7,10.175.0.9,100.103.192.0/19,100.122.48.0/21,25005828|26005828,25005829|26005829,25005830|26005830,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3723,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003723,100.101.48.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3519,SIP-90003519
MIN,CDO_027_GPONA_01,MANDUM-MIN359-TRS_DC_MAN-R1R1_L71LTE-01,Eth-Trunk8||GE0/1/2(10G),3595,3522,3713,400,-,-,10.175.0.8,10.175.0.7,10.58.128.0/19,10.74.160.0/21,25005738|26005738,25005739|26005739,25005740|26005740,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3713,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003713,100.101.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3522,SIP-90003522
MIN,CDO_029_GPONA_01,PATAG2-MIN1378-TRS_DC_AG-R1-01,Eth-Trunk7||GE3/0/10(10G)|GE3/0/11(10G),3595,3520,688,400,-,-,-,-,100.103.224.0/19,100.122.56.0/21,-,-,-,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.688,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90000688,100.101.32.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3520,SIP-90003520
MIN,CDO_030_GPONA_01,AGUSANCDO_TDCAN_T980C_01_MIN1667,Eth-Trunk7||GE0/4/1(10G),3595,3522,3713,400,-,-,10.175.0.3,10.175.0.17,10.56.76.0/22,10.74.19.0/24,25005938|26005938,25005939|26005939,25005940|26005940,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3713,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003713,100.101.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3522,SIP-90003522
MIN,CDO_030_GPONA_02,AGUSANCDO_TDCAN_T980C_01_MIN1667,Eth-Trunk8||GE0/3/1(10G),1220,2051,2050,400,-,-,10.175.0.3,10.175.0.17,10.128.144.0/21,10.109.20.0/23,25008878|26008878,25008879|26008879,25008880|26008880,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.2050,CDO_CDO_BNG_002,ET-5/1/0,HSI-90002050,10.56.224.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2051,SIP-90002051
MIN,CDO_031_GPONA_01,BUGO_TDCAN_T980C_01_MIN809,Eth-Trunk7||GE0/3/1(10G),3595,3522,3713,400,-,-,10.175.0.4,10.175.0.42,10.56.80.0/22,10.74.20.0/24,25006169|26006169,25006170|26006170,25006171|26006171,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3713,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003713,100.101.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3522,SIP-90003522
MIN,CDO_031_GPONA_02,BUGO_TDCAN_T980C_01_MIN809,Eth-Trunk8||GE0/4/1(10G),733,3263,3752,400,-,-,10.175.0.4,10.175.0.42,10.57.200.0/22,10.74.114.0/24,25007173|26007173,25007174|26007174,25007175|26007175,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3752,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003752,100.67.64.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3263,SIP-90003263
MIN,CDO_031_GPONA_03,BUGO_TDCAN_T980C_01_MIN809,Eth-Trunk9||GE0/3/2(10G),1220,2077,2076,400,-,-,10.175.0.4,10.175.0.42,10.95.160.0/21,10.100.168.0/23,25009114|26009114,25009115|26009115,25009116|26009116,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.2076,CDO_CDO_BNG_002,ET-10/3/0,HSI-90002076,10.57.160.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2077,SIP-90002077
MIN,CDO_032_GPONA_01,UCARME_TDCAN_T980C_01_MIN865,Eth-Trunk7||GE0/4/1(10G),733,3519,3723,400,-,-,10.175.0.9,10.175.0.7,100.103.148.0/22,100.122.37.0/24,25006067|26006067,25006068|26006068,25006069|26006069,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3723,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003723,100.101.48.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3519,SIP-90003519
MIN,CDO_032_GPONA_02,UCARME_TDCAN_T980C_01_MIN865,Eth-Trunk8||GE0/4/2(10G),1220,2051,2050,400,-,-,10.175.0.9,10.175.0.7,10.95.224.0/19,10.108.128.0/21,25008800|26008800,25008801|26008801,25008802|26008802,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.2050,CDO_CDO_BNG_002,ET-5/1/0,HSI-90002050,10.56.224.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2051,SIP-90002051
MIN,CDO_033_GPONA_01,COGONIPCDO_TDCAN_T950C_01_MIN1605,Eth-Trunk7||GE0/2/1(10G),733,3263,3752,400,-,-,10.175.0.7,10.175.0.2,100.103.152.0/22,100.122.38.0/24,25006354|26006354,25006355|26006355,25006356|26006356,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3752,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003752,100.67.64.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3263,SIP-90003263
MIN,CDO_034_GPONA_01,GALAXYRDCDO_TDCAN_T980C_01_MIN1664,Eth-Trunk7||GE0/3/1(10G),1220,3263,3752,400,-,-,10.175.0.3,10.175.0.5,10.221.152.0/21,10.223.102.0/23,25007602|26007602,25007603|26007603,25007604|26007604,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3752,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003752,100.67.64.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3263,SIP-90003263
MIN,CDO_035_GPONA_01,CAMAMA_TDCAN_T980C_01_MIN1198,Eth-Trunk7||GE0/3/1(10G)|GE0/4/1(10G),1220,3297,3296,400,-,-,10.175.0.8,10.175.0.3,10.9.0.0/19,10.7.0.0/21,25008441|26008441,25008442|26008442,25008443|26008443,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.3296,CDO_CDO_BNG_002,ET-5/1/0,HSI-90003296,10.56.136.0/21,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3297,SIP-90003297
MIN,CDO_036_GPONA_01,ZONE4TABLON_TDCAN_T980C_01_MIN1974,Eth-Trunk7||GE0/3/2(10G),1220,2051,2050,400,-,-,10.175.0.3,10.175.0.17,10.128.160.0/21,10.109.24.0/23,25008890|26008890,25008891|26008891,25008892|26008892,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.2050,CDO_CDO_BNG_002,ET-5/1/0,HSI-90002050,10.56.224.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2051,SIP-90002051
MIN,CDO_037_GPONA_01,BULUAOWO_TDCAN_T980C_01_MIN1472,Eth-Trunk7||GE0/3/2(10G),1220,2109,2112,400,-,-,10.175.0.7,10.175.0.2,10.98.16.0/21,10.101.52.0/23,25009297|26009297,25009298|26009298,25009299|26009299,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.2112,CDO_CDO_BNG_002,ET-5/1/0,HSI-90002112,10.202.192.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2109,SIP-90002109
MIN,CDO_102_GPONA_01,CDO-102-MIN1003-ATN910C-01,Eth-Trunk6||GE0/2/1(10G)|GE0/2/3(10G),3230,3550,3563,400,-,-,10.81.25.4,-,100.104.64.0/22,100.124.16.0/24,25004461,25004462,25004463,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.100.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3550,SIP-90003550
MIN,CDO_103_GPONA_01,CDO-103-MIN1004-ATN910C-01,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),3230,3550,3563,400,-,-,10.81.25.4,-,100.104.68.0/22,100.124.17.0/24,25004464,25004465,25004466,DAVCLS-FMAGG-002-MIN2031,100GE1/1/2.3563,DVO_DVO_CGN_002_IPOE,ET-11/0/2,HSI-90003563,100.100.0.0/20,ALWANA-FMAGG-002-MIN1092,VE1/0/0.3550,SIP-90003550
MIN,CDO_604_HYB_01,CDO-604_TDCAN_T910C_01_MIN995,Eth-Trunk4||GE0/2/4(10G),1076,"472
3550",1079,400,-,-,10.175.0.8,10.175.0.9,10.199.184.0/21,10.202.70.0/23,25004173|26004173,"472: 25004175|26004175
3550: 25004176|26004176",25004174|26004174,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.1079,CDO_CDO_BNG_002,ET-5/1/0,HSI-1079,"100.126.100.0/22
100.100.0.0/20","ALWANA-FMAGG-002-MIN1092
ALWANA-FMAGG-002-MIN1092","VE1/0/0.472
VE1/0/0.3550","SIP-472
SIP-90003550"
MIN,CDO_605_GPONA_01,CDO-605_TDCAN_T910CG_01_MIN1006,Eth-Trunk5||GE0/2/5(10G),3595,3521,3722,400,-,-,10.175.0.9,10.175.0.8,10.56.84.0/22,10.74.21.0/24,25004437|26004437,25004439|26004439,25004438|26004438,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3722,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003722,100.101.16.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3521,SIP-90003521
MIN,CDO_608_GPONA_01,CDO-608_TDCAN_T910CG_01_MIN999,Eth-Trunk4||GE0/2/4(10G),3595,3519,3723,400,-,-,10.81.25.4,-,100.103.156.0/22,100.122.39.0/24,25004232,25004234,25004233,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.3723,CDO_CDO_BNG_002,ET-10/3/0,HSI-90003723,100.101.48.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3519,SIP-90003519
MIN,CDO_609_GPONA_01,CDO-609_TDCAN_T910CG_01_MIN1740,Eth-Trunk4||GE0/2/5(10G),3595,3521,3722,400,-,-,10.81.25.4,-,100.103.160.0/22,100.122.40.0/24,25004238,25004240,25004239,ALWANA-FMAGG-002-MIN1092,100GE2/0/20.3722,CDO_CDO_CGN_003_IPOE,ET-11/0/2,HSI-90003722,100.101.16.0/20,ALWANA-FMAGG-001-MIN1092,VE1/0/0.3521,SIP-90003521
MIN,CDO_609_GPONA_02,CDO-609_TDCAN_T910CG_01_MIN1740,Eth-Trunk7||GE0/2/3(10G),1220,2077,2076,400,-,-,10.81.25.4,-,10.138.200.0/21,10.109.240.0/23,25008881,25008882,25008883,ALWANA-FMAGG-002-MIN1092,100GE1/1/17.2076,CDO_CDO_BNG_002,ET-10/3/0,HSI-90002076,10.57.160.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2077,SIP-90002077
MIN,CDO_611_HYB_01,CDO-611_TDCAN_T910C_01_MIN1007,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),1086,"631
3550",1087,400,598,599,10.175.0.7,10.175.0.9,10.44.124.0/22,10.190.159.0/24,25004260|26004260,"631: 25004264|26004264
3550: 25004265|26004265",25004261|26004261,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.1087,CDO_CDO_BNG_002,ET-5/1/0,HSI-1087,"100.118.252.0/23
100.100.0.0/20","ALWANA-FMAGG-001-MIN1092
ALWANA-FMAGG-002-MIN1092","VE1/0/0.631
VE1/0/0.3550","SIP-631
SIP-90003550"
MIN,CDO_701_HYB_01,CDO-701_TDCAN_T910C_01_MIN1154,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),3078,471,524,400,1059,1058,10.81.25.4,-,10.44.52.0/22,10.190.141.0/24,25004320,25004322,25004321,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.524,CDO_CDO_BNG_002,ET-5/1/0,HSI-524,100.126.28.0/22,ALWANA-FMAGG-001-MIN1092,VE1/0/0.471,SIP-471
MIN,CDO_707_HYB_01,CDO-707_TDCAN_T910C_01_MIN1338,Eth-Trunk3||GE0/2/1(10G)|GE0/2/3(10G),3078,"473
3550",524,400,-,-,10.81.25.4,-,10.44.44.0/22,10.190.139.0/24,25004356,"473: 25004358
3550: 25004359",25004357,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.524,CDO_CDO_BNG_002,ET-5/1/0,HSI-524,"100.126.104.0/22
100.100.0.0/20","ALWANA-FMAGG-001-MIN1092
ALWANA-FMAGG-002-MIN1092","VE1/0/0.473
VE1/0/0.3550","SIP-473
SIP-90003550"
MIN,CDO_708_HYB_01,CDO_708_TDCAN_T910C_01_MIN1513,Eth-Trunk3||GE0/2/4(10G)|GE0/2/5(10G),611,681,524,-,1059,1058,10.81.25.4,-,-,-,25004338,25004340,25004339,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.524,CDO_CDO_BNG_002,ET-5/1/0,HSI-524,100.102.188.0/23,ALWANA-FMAGG-001-MIN1092,VE1/0/0.681,SIP-90000681
MIN,CDO_710_GPONA_01,CORRALESCDO-MIN1967-TRS_DC_MAN-R1R1_L73LTE-01,Eth-Trunk7||GE0/2/2(10G)|GE0/2/3(10G),1220,2217,2218,400,-,-,10.175.0.9,10.175.0.5,10.197.0.0/19,10.218.216.0/21,25010090|26010090,25010091|26010091,25010092|26010092,ALWANA-FMAGG-001-MIN1092,100GE1/1/16.2218,CDO_CDO_BNG_002,ET-5/1/0,HSI-90002218,10.202.224.0/19,ALWANA-FMAGG-001-MIN1092,VE1/0/0.2217,SIP-90002217
